Status,"Product code","Product user reference","Department code",Department,"Subdepartment code",Subdepartment,"Family code",Family,Barcode,"CPNP number",Price,"Units per outer","Unit label","Unit price","Unit Name","Unit RRP","Unit net weight","Package weight (shipping)","Unit dimensions",Materials/Ingredients,"Webpage description (html)","Webpage description (plain text)","Country of origin","Tariff code","Duty rate","HTS US",Stock,Images,"Data updated","Stock updated","Price updated","Images updated","Available Quantity"
Active,BGemP-14,,crystals,"Crystals & Esoterics",sd-points,"Crystal Points, Spheres & Figures",BGemP,"Gemstone Points",5056368363825,,28.8,1,pack,28.8,"Gemstone Top Polished Points - Rose Quartz (approx 5-6 pieces)",58,0.7,0.7,"14x14x7 (cm)",,"<p>Soft pink tones and a polished top make this <strong>Rose Quartz Top Polished Point</strong> a gentle and elegant decorative piece. The smooth finish highlights the natural beauty of the stone, creating a calming accent that looks beautiful on shelves, desks, or bedside spaces.</p> <p>Often chosen for its delicate, timeless appearance, Rose Quartz fits effortlessly into modern, boho, or minimalist interiors. The polished point design gives each piece a refined look, making it easy to display on its own or styled alongside other crystals.</p><p>Whether selected as a thoughtful gift or a personal keepsake, this Rose Quartz point brings a soft, natural charm to any crystal collection.</p>","Soft pink tones and a polished top make this Rose Quartz Top Polished Point a gentle and elegant decorative piece. The smooth finish highlights the natural beauty of the stone, creating a calming accent that looks beautiful on shelves, desks, or bedside spaces. Often chosen for its delicate, timeless appearance, Rose Quartz fits effortlessly into modern, boho, or minimalist interiors. The polished point design gives each piece a refined look, making it easy to display on its own or styled alongside other crystals.Whether selected as a thoughtful gift or a personal keepsake, this Rose Quartz point brings a soft, natural charm to any crystal collection.",IND,6802999090,,,OutofStock,"https://media.aiku.io/aTw9xteKoLIv_JLZT0yVOJIWc6mnHtzqeRSSNTrVFjA/bG9jYWw6Ly9tZWRpYS85UC8yRC82MFIzMEMxSjY4VksyRDlQLzUwNjM5Y2EzLmpwZw, https://media.aiku.io/NrwOzxtaeWF5FKm7WRDaqUf2j8uN6v7L2RMqitpCIIQ/bG9jYWw6Ly9tZWRpYS85US8yRC82MFIzMEMxSjY4VksyRDlRLzYxOWRhZGE5LmpwZw","2026-05-05 03:31:13+00",,,"2026-04-14 13:14:57+00",0
Active,BGemP-15,,crystals,"Crystals & Esoterics",sd-points,"Crystal Points, Spheres & Figures",BGemP,"Gemstone Points",5056368363832,,28.8,1,pack,28.8,"Gemstone Top Polished Points - Matrix with Tourmaline (approx 5-6 pieces)",58,0.7,0.7,"14x14x7 (cm)",,"<p>Soft neutral tones with natural patterns make this <strong>Matrix with Tourmaline Top Polished Point</strong> a distinctive decorative piece. The polished top highlights the stone’s unique texture, while the natural matrix adds depth and character, creating an eye-catching accent for shelves, desks, or meditation spaces.</p> <p>Often chosen for its earthy, organic appearance, this stone fits effortlessly into modern, boho, or nature-inspired interiors. The polished point design gives each piece a balanced look, making it easy to display on its own or styled alongside other crystals.</p><p>Whether selected as a thoughtful gift or a personal keepsake, this Matrix with Tourmaline point brings natural charm and individuality to any crystal collection.</p>","Soft neutral tones with natural patterns make this Matrix with Tourmaline Top Polished Point a distinctive decorative piece. The polished top highlights the stone’s unique texture, while the natural matrix adds depth and character, creating an eye-catching accent for shelves, desks, or meditation spaces. Often chosen for its earthy, organic appearance, this stone fits effortlessly into modern, boho, or nature-inspired interiors. The polished point design gives each piece a balanced look, making it easy to display on its own or styled alongside other crystals.Whether selected as a thoughtful gift or a personal keepsake, this Matrix with Tourmaline point brings natural charm and individuality to any crystal collection.",IND,6802999090,,,Normal,"https://media.aiku.io/aohqvD8rDG0Zz5ypqxUWmqNRWyZYPpXzcthluiRmK18/bG9jYWw6Ly9tZWRpYS85Ui8yRC82MFIzMEMxSjY4VksyRDlSL2FkZmFlOTg1LmpwZw, https://media.aiku.io/rZjxHL_uMquaLQW4HRvM3jdAMUWreEPOcJ8JqXBt3fU/bG9jYWw6Ly9tZWRpYS85Uy8yRC82MFIzMEMxSjY4VksyRDlTL2Y0NTY1ZjM4LmpwZw","2026-05-05 03:31:13+00","2026-04-17 11:31:15+00",,"2026-04-14 13:16:52+00",128
Active,BGemP-16,,crystals,"Crystals & Esoterics",sd-points,"Crystal Points, Spheres & Figures",BGemP,"Gemstone Points",5056368364396,,28.8,1,pack,28.8,"Gemstone Top Polished Points - Rainbow Moonstone (approx 5-6 pieces)",58,0.7,0.7,"14x14x7 (cm)",,"<p>Soft milky tones with natural dark inclusions make this <strong>Rainbow Moonstone Top Polished Point</strong> a unique and elegant decorative piece. The polished top highlights the stone’s natural texture, creating a subtle accent that looks beautiful on shelves, desks, or meditation spaces.</p> <p>Often chosen for its gentle, luminous appearance, Rainbow Moonstone fits effortlessly into modern, boho, or minimalist interiors. The polished point design gives each piece a refined look, making it easy to display on its own or alongside other crystals.</p><p>Whether selected as a thoughtful gift or a personal keepsake, this Rainbow Moonstone point brings a calm, natural charm to any crystal collection.</p>","Soft milky tones with natural dark inclusions make this Rainbow Moonstone Top Polished Point a unique and elegant decorative piece. The polished top highlights the stone’s natural texture, creating a subtle accent that looks beautiful on shelves, desks, or meditation spaces. Often chosen for its gentle, luminous appearance, Rainbow Moonstone fits effortlessly into modern, boho, or minimalist interiors. The polished point design gives each piece a refined look, making it easy to display on its own or alongside other crystals.Whether selected as a thoughtful gift or a personal keepsake, this Rainbow Moonstone point brings a calm, natural charm to any crystal collection.",IND,6802999090,,,Normal,"https://media.aiku.io/LjjgGmQfRvVMVIGH_43gPxLc3TOx38XJi9fbSHypUPA/bG9jYWw6Ly9tZWRpYS9IUS8yRC82MFIzMEMxSjY4VksyREhRLzA4NjZmODA1LmpwZw, https://media.aiku.io/NaESaGot7FtjaHwFr4KkQxHuRD0ER7U8ryVd3A8eKRA/bG9jYWw6Ly9tZWRpYS9IUi8yRC82MFIzMEMxSjY4VksyREhSL2M5Yjk3YmU3LmpwZw","2026-05-05 03:31:13+00","2026-04-17 11:31:11+00",,"2026-04-14 13:18:07+00",128
Active,BGHi-01,,incense,"Incense and Burners",sd-iis,"Incense Sticks",GoldNC,"Golden Nagchampa",,,1.57,1,Set,1.57,"Botanical Garden Incense Gift Set  - 4 Assorted Fragrances",3,0.015,0.014,,,,,IND,3307410000,6.5%,,Normal,"https://media.aiku.io/JNQZYLZ2waUCQXT-K6Rdc1kUHPFxGJZFz3Wcc8MuECA/bG9jYWw6Ly9tZWRpYS85US8yRC82MFIzMEMxRzZSUjMyRDlRLzI5YmM5YjBlLmpwZWc, https://media.aiku.io/Xrui2tDejADgnZVQ31myTnhpDVmoeTVDr5b2EDj2AZI/bG9jYWw6Ly9tZWRpYS85Ui8yRC82MFIzMEMxRzZSUjMyRDlSLzVjMDQzNWZmLmpwZWc","2026-05-11 13:01:10+00","2026-05-11 13:01:10+00",,"2026-03-26 09:43:38+00",203
Active,BGS-01,,clothing,Clothing,sd-scarves,"Scarves, Sarongs & Wraps",BGS,"Bali Cool - Gecko Scarves / Sarongs",5055796559886,,4.06,1,piece,4.06,"Bali Gecko Sarongs - Orange",7.5,0.19,0.19,,Rayon,"<p>We at <strong>Ancient Wisdom Dropshipping</strong> are pleased to introduce the new range of Bali Gecko Sarongs. These Sarongs was made in the perfect size and material to be worn as Sarongs or as Scarves.<br><br>With the summer approaching and the chilly evenings, these Sarongs will definitely sell, they are light, portable, fashionable and yet functional as Sarongs/Scarves.<br><br>Bali Gecko Sarongs are featured in five different amazing designs.</p><p>The scarves/Sarongs material are made from 100% rayon.&nbsp;</p><p>Size: Length 150cm, Width 115cm</p><p><br></p><p><strong>Wrap up in a sarong today<span style=""font-size: 30px;"">&nbsp;🧣</span></strong></p>","We at Ancient Wisdom Dropshipping are pleased to introduce the new range of Bali Gecko Sarongs. These Sarongs was made in the perfect size and material to be worn as Sarongs or as Scarves.With the summer approaching and the chilly evenings, these Sarongs will definitely sell, they are light, portable, fashionable and yet functional as Sarongs/Scarves.Bali Gecko Sarongs are featured in five different amazing designs.The scarves/Sarongs material are made from 100% rayon.&nbsp;Size: Length 150cm, Width 115cmWrap up in a sarong today&nbsp;🧣",IDN,6309000000,5.3%,,Normal,"https://media.aiku.io/f1OJF0BX8Z22OtpmzFucrM89XFObtey3X0xsZciPsKw/bG9jYWw6Ly9tZWRpYS9TSC9DQy82MFIzMEMxRzZHUktDQ1NIL2JlN2M1MmU1LmpwZWc, https://media.aiku.io/C3-jJ4VK7dJ8juzWY-a8KbTZNJHV2UQRwb4nye2EOAc/bG9jYWw6Ly9tZWRpYS9TSi9DQy82MFIzMEMxRzZHUktDQ1NKLzNhYzFhNWMzLmpwZWc, https://media.aiku.io/rHcVbKFFYXtTr9PUK10JDSVx6pAZ8Kv-mzrE4H4ffCI/bG9jYWw6Ly9tZWRpYS9TSy9DQy82MFIzMEMxRzZHUktDQ1NLLzM5YTY0NzA3LmpwZWc","2026-05-05 02:56:30+00","2025-10-14 07:33:07+00",,"2026-03-26 09:51:08+00",256
Active,BGS-02,,clothing,Clothing,sd-scarves,"Scarves, Sarongs & Wraps",BGS,"Bali Cool - Gecko Scarves / Sarongs",5055796559893,,4.06,1,piece,4.06,"Bali Gecko Sarongs - Chocolate",7.5,0.19,0.19,,Rayon,"<p>We at <strong>Ancient Wisdom Dropshipping</strong> are pleased to introduce the new range of Bali Gecko Sarongs. These Sarongs was made in the perfect size and material to be worn as Sarongs or as Scarves.<br><br>With the summer approaching and the chilly evenings, these Sarongs will definitely sell, they are light, portable, fashionable and yet functional as Sarongs/Scarves.<br><br>Bali Gecko Sarongs are featured in five different amazing designs.</p><p>The scarves/Sarongs material are made from 100% rayon.&nbsp;</p><p>Size: Length 150cm, Width 115cm</p><p><br></p><p><strong>Wrap up in a sarong today<span style=""font-size: 30px;"">&nbsp;🧣</span></strong></p>","We at Ancient Wisdom Dropshipping are pleased to introduce the new range of Bali Gecko Sarongs. These Sarongs was made in the perfect size and material to be worn as Sarongs or as Scarves.With the summer approaching and the chilly evenings, these Sarongs will definitely sell, they are light, portable, fashionable and yet functional as Sarongs/Scarves.Bali Gecko Sarongs are featured in five different amazing designs.The scarves/Sarongs material are made from 100% rayon.&nbsp;Size: Length 150cm, Width 115cmWrap up in a sarong today&nbsp;🧣",IDN,6309000000,5.3%,,Normal,"https://media.aiku.io/r5127aogoeft9RkC88Z0Ak_0PiAD19k7lTkYLNl1MuA/bG9jYWw6Ly9tZWRpYS9TTS9DQy82MFIzMEMxRzZHUktDQ1NNL2ViY2ZhZDg1LmpwZWc, https://media.aiku.io/mWgA_2Vh-mFEOa9WVM4SZKOAbcnIXoNJaca1QbMAvtc/bG9jYWw6Ly9tZWRpYS9TTi9DQy82MFIzMEMxRzZHUktDQ1NOLzRiYTkzY2E5LmpwZWc, https://media.aiku.io/SGxMY1mJ1XfCy2O0sLGuQrKfy7oPdgR3o94A5-h3cEE/bG9jYWw6Ly9tZWRpYS9TUC9DQy82MFIzMEMxRzZHUktDQ1NQL2UwOTUzYmJlLmpwZWc","2026-05-16 03:15:25+00","2026-04-23 14:20:42+00",,"2026-03-26 09:51:08+00",231
Active,BGS-03,,clothing,Clothing,sd-scarves,"Scarves, Sarongs & Wraps",BGS,"Bali Cool - Gecko Scarves / Sarongs",5055796559909,,4.06,1,piece,4.06,"Bali Gecko Sarongs - Blue",7.5,0.19,0.19,,Rayon,"<p>We at <strong>Ancient Wisdom Dropshipping</strong> are pleased to introduce the new range of Bali Gecko Sarongs. These Sarongs was made in the perfect size and material to be worn as Sarongs or as Scarves.<br><br>With the summer approaching and the chilly evenings, these Sarongs will definitely sell, they are light, portable, fashionable and yet functional as Sarongs/Scarves.<br><br>Bali Gecko Sarongs are featured in five different amazing designs.</p><p>The scarves/Sarongs material are made from 100% rayon.&nbsp;</p><p>Size: Length 150cm, Width 115cm</p><p><br></p><p><strong>Wrap up in a sarong today<span style=""font-size: 30px;"">&nbsp;🧣</span></strong></p>","We at Ancient Wisdom Dropshipping are pleased to introduce the new range of Bali Gecko Sarongs. These Sarongs was made in the perfect size and material to be worn as Sarongs or as Scarves.With the summer approaching and the chilly evenings, these Sarongs will definitely sell, they are light, portable, fashionable and yet functional as Sarongs/Scarves.Bali Gecko Sarongs are featured in five different amazing designs.The scarves/Sarongs material are made from 100% rayon.&nbsp;Size: Length 150cm, Width 115cmWrap up in a sarong today&nbsp;🧣",IDN,6309000000,5.3%,,Normal,"https://media.aiku.io/vqZwkl_gQ_WKalchMM7m07FFYGSg49Rk1-BrPt_AGnQ/bG9jYWw6Ly9tZWRpYS9TUS9DQy82MFIzMEMxRzZHUktDQ1NRLzM2MDRjN2RkLmpwZWc, https://media.aiku.io/6sLVnn_H898V9fWV_kOMMq9F9_IZYL17Aaw7A8qJz9U/bG9jYWw6Ly9tZWRpYS9TUi9DQy82MFIzMEMxRzZHUktDQ1NSL2ZlODczN2NhLmpwZWc, https://media.aiku.io/jlHbUjmwDKyKyyUG-8ZWiEVv6_UMU4zswAALFznXKyY/bG9jYWw6Ly9tZWRpYS9TUy9DQy82MFIzMEMxRzZHUktDQ1NTLzg2M2I4MDBmLmpwZWc","2026-05-16 03:15:25+00","2026-05-07 02:39:22+00",,"2026-03-26 09:51:08+00",110
Active,BGS-04,,clothing,Clothing,sd-scarves,"Scarves, Sarongs & Wraps",BGS,"Bali Cool - Gecko Scarves / Sarongs",5055796559916,,4.06,1,piece,4.06,"Bali Gecko Sarongs - Pink",7.5,0.19,0.19,,Rayon,"<p>We at <strong>Ancient Wisdom Dropshipping</strong> are pleased to introduce the new range of Bali Gecko Sarongs. These Sarongs was made in the perfect size and material to be worn as Sarongs or as Scarves.<br><br>With the summer approaching and the chilly evenings, these Sarongs will definitely sell, they are light, portable, fashionable and yet functional as Sarongs/Scarves.<br><br>Bali Gecko Sarongs are featured in five different amazing designs.</p><p>The scarves/Sarongs material are made from 100% rayon.&nbsp;</p><p>Size: Length 150cm, Width 115cm</p><p><br></p><p><strong>Wrap up in a sarong today<span style=""font-size: 30px;"">&nbsp;🧣</span></strong></p>","We at Ancient Wisdom Dropshipping are pleased to introduce the new range of Bali Gecko Sarongs. These Sarongs was made in the perfect size and material to be worn as Sarongs or as Scarves.With the summer approaching and the chilly evenings, these Sarongs will definitely sell, they are light, portable, fashionable and yet functional as Sarongs/Scarves.Bali Gecko Sarongs are featured in five different amazing designs.The scarves/Sarongs material are made from 100% rayon.&nbsp;Size: Length 150cm, Width 115cmWrap up in a sarong today&nbsp;🧣",IDN,6309000000,5.3%,,Normal,"https://media.aiku.io/d3KBKk8w8p8DC4jL9bWS9n4lhWjjNgUrdnvDvIgJQ8I/bG9jYWw6Ly9tZWRpYS8xRy9DRC82MFIzMEMxRzZHUktDRDFHL2RjZDY2ZjY1LmpwZWc, https://media.aiku.io/2zV_I0owObZsQOwg3WbJoTcE4RvBParJG0MQvLPgPLs/bG9jYWw6Ly9tZWRpYS8xSC9DRC82MFIzMEMxRzZHUktDRDFILzA4MjQzMWNhLmpwZWc, https://media.aiku.io/xfcpaRXWTlRUehRtljw7-J6FLnUH_0kRJTL_IjVk8M8/bG9jYWw6Ly9tZWRpYS8xSi9DRC82MFIzMEMxRzZHUktDRDFKLzUwYzg5YTEyLmpwZWc","2026-05-07 02:39:22+00","2026-05-07 02:39:22+00",,"2026-03-26 09:51:08+00",216
Active,BGS-05,,clothing,Clothing,sd-scarves,"Scarves, Sarongs & Wraps",BGS,"Bali Cool - Gecko Scarves / Sarongs",5055796559923,,4.06,1,piece,4.06,"Bali Gecko Sarongs - Yellow",7.5,0.19,0.19,,Rayon,"<p>We at <strong>Ancient Wisdom Dropshipping</strong> are pleased to introduce the new range of Bali Gecko Sarongs. These Sarongs was made in the perfect size and material to be worn as Sarongs or as Scarves.<br><br>With the summer approaching and the chilly evenings, these Sarongs will definitely sell, they are light, portable, fashionable and yet functional as Sarongs/Scarves.<br><br>Bali Gecko Sarongs are featured in five different amazing designs.</p><p>The scarves/Sarongs material are made from 100% rayon.&nbsp;</p><p>Size: Length 150cm, Width 115cm</p><p><br></p><p><strong>Wrap up in a sarong today<span style=""font-size: 30px;"">&nbsp;🧣</span></strong></p>","We at Ancient Wisdom Dropshipping are pleased to introduce the new range of Bali Gecko Sarongs. These Sarongs was made in the perfect size and material to be worn as Sarongs or as Scarves.With the summer approaching and the chilly evenings, these Sarongs will definitely sell, they are light, portable, fashionable and yet functional as Sarongs/Scarves.Bali Gecko Sarongs are featured in five different amazing designs.The scarves/Sarongs material are made from 100% rayon.&nbsp;Size: Length 150cm, Width 115cmWrap up in a sarong today&nbsp;🧣",IDN,6309000000,5.3%,,Normal,"https://media.aiku.io/FkUcImACs-jME8Vqtaj-ICqil-QDvH-H2Lvc3mhmjkc/bG9jYWw6Ly9tZWRpYS8xSy9DRC82MFIzMEMxRzZHUktDRDFLL2Y5YTA2NDI0LmpwZWc, https://media.aiku.io/H84LIOtQZggDZW7xBMcMFirlkslMHZwPpyUhkU3bcjg/bG9jYWw6Ly9tZWRpYS8xTS9DRC82MFIzMEMxRzZHUktDRDFNLzJkMWY3NDZiLmpwZWc, https://media.aiku.io/qWcIoGS8WDLB1wOu33UPEvmtDs5gV10qxmsEwqu5GvQ/bG9jYWw6Ly9tZWRpYS8xTi9DRC82MFIzMEMxRzZHUktDRDFOLzJhNDYyMzZhLmpwZWc","2026-05-05 02:56:30+00",,,"2026-03-26 09:51:08+00",213
Active,BIB-01,,incense,"Incense and Burners",sd-ihb,"Holders & Burners",BIB,"Traditional Brass Incense Burners",5055796567409,,1.38,1,piece,1.38,"Small Incense Burner",1.95,0.023,0.029,"5x4.5 (cm)",Brass,"Small Incense Burner <p>This small brass incense burner is perfect for compact spaces, bringing fragrance and style to your altar, meditation corner, or home. Its size makes it easy to use and display anywhere.</p> <p>Crafted from polished brass, it has a traditional domed lid to release smoke evenly while keeping ash neatly contained. Ideal for burning incense sticks or cones, this burner adds a calming touch to daily rituals without taking up much space.</p><p>A charming piece for travel altars, small rooms, or as a thoughtful gift for incense lovers.</p>","Small Incense Burner This small brass incense burner is perfect for compact spaces, bringing fragrance and style to your altar, meditation corner, or home. Its size makes it easy to use and display anywhere. Crafted from polished brass, it has a traditional domed lid to release smoke evenly while keeping ash neatly contained. Ideal for burning incense sticks or cones, this burner adds a calming touch to daily rituals without taking up much space.A charming piece for travel altars, small rooms, or as a thoughtful gift for incense lovers.",IND,8306290000,3%,,OutofStock,"https://media.aiku.io/07VXywcAE0nHAKIQ0mI2qMCU9vqNZ0g4YkHstf245P4/bG9jYWw6Ly9tZWRpYS85Uy8wQy82MFIzMEMxRzZHVDMwQzlTL2Y5ZmNlNTA2LmpwZWc, https://media.aiku.io/aYcfpH7uyuhN3LgLwZ6ZU40HLbvVQ068QkCzqCjiIOY/bG9jYWw6Ly9tZWRpYS9ITS8wQy82MFIzMEMxRzZHVDMwQ0hNLzdkMWJjY2UzLmpwZWc, https://media.aiku.io/Wq3tbkQJXpw_KQ9b_SWchLeK9Rp4hLGuLR98UYaSRdA/bG9jYWw6Ly9tZWRpYS9ISy8wQy82MFIzMEMxRzZHVDMwQ0hLLzBlMDBkNDJiLmpwZWc, https://media.aiku.io/fNtFeX9kHi4IWCfhf0mU9T973Ee3RnrirSflKzsZUlg/bG9jYWw6Ly9tZWRpYS85Ui8wQy82MFIzMEMxRzZHVDMwQzlSLzhjMjQ3N2NmLmpwZWc, https://media.aiku.io/tzdcQ7Fx3FWDzZ3Yf9Ftsij6PM_s3KSPSCois2bc5eU/bG9jYWw6Ly9tZWRpYS9IRy8wQy82MFIzMEMxRzZHVDMwQ0hHL2FlYjc0N2MwLmpwZWc, https://media.aiku.io/ClTsyl4c4Jwp_QdPfz6MpGQ8G4Az2aLJnuWp1pFxMRg/bG9jYWw6Ly9tZWRpYS9ISi8wQy82MFIzMEMxRzZHVDMwQ0hKLzk5ZWMxMjVlLmpwZWc, https://media.aiku.io/ltKXgKvt_sfgLdwehGqpKBBZDhkcIzY6N6ZONQbKjEQ/bG9jYWw6Ly9tZWRpYS9ISC8wQy82MFIzMEMxRzZHVDMwQ0hILzg3MTE3Mzg2LmpwZWc","2026-05-05 02:56:28+00","2026-01-30 11:50:18+00",,"2026-03-26 09:51:23+00",0
